Rank,Score,Type,ID,Name,Description
4899,0,oe,ccsbBroad304_10901,IGF1R,Type II RTKs: Insulin receptor family
4900,0,oe,ccsbBroad304_07287,HYAL2,-
3434,5.42,cp,BRD-A97104540,fenoterol,Adrenergic receptor agonist
4901,0,oe,ccsbBroad304_07633,HTATIP2,Short chain dehydrogenase/reductase superfamily / Atypical members
4902,0,oe,ccsbBroad304_06410,HSPA8,Heat shock proteins / HSP70
4903,0,oe,ccsbBroad304_00797,HSPA2,Heat shock proteins / HSP70
4904,0,oe,ccsbBroad304_00793,HSD17B4,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
4905,0,oe,ccsbBroad304_08239,HSD17B11,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
4906,0,oe,ccsbBroad304_05038,HORMAD2,-
4907,0,oe,ccsbBroad304_07617,HMGN4,High-mobility group / Canonical
4908,0,oe,ccsbBroad304_09508,HMGB4,High-mobility group / Canonical
4909,0,oe,ccsbBroad304_10882,HLA-DRB1,Immunoglobulin superfamily / C1-set domain containing
3425,5.5,cp,BRD-K84639753,safinamide,Dopamine uptake inhibitor
3426,5.5,cp,BRD-K82091397,SB-239063,p38 MAPK inhibitor
3423,5.51,cp,BRD-K82865713,prostaglandin-b2,cAMP inhibitor
4910,0,oe,ccsbBroad304_06367,HK1,-
3420,5.52,cp,BRD-A95445494,maackiain,Sodium/glucose cotransporter inhibitor
4911,0,oe,ccsbBroad304_06348,HIST1H2BD,Histones / Replication-dependent
4912,0,oe,ccsbBroad304_02443,HAX1,-
3418,5.53,cp,BRD-K43880410,pregnenolone,glutamate receptor modulator
3419,5.53,cp,BRD-K28115081,apafant,Platelet activating factor receptor antagonist
3416,5.54,cc,,SRY LOF,-
3417,5.54,cp,BRD-K37194137,III606050,Cytochrome P450 inhibitor
4913,0,oe,ccsbBroad304_00725,HADHA,-
4914,0,oe,ccsbBroad304_03368,GPRC5B,GPCR / Class C : Orphans
4915,0,oe,ccsbBroad304_07244,GPR65,GPCR / Class A : Orphans
3411,5.57,cp,BRD-K64835161,BRD-K64835161,-666
3412,5.57,cp,BRD-K54210043,NS-1619,Calcium channel activator
4916,0,oe,ccsbBroad304_09761,GPR156,GPCR / Class C : Orphans
4917,0,oe,ccsbBroad304_04933,GPR119,GPCR / Class A : Orphans
4918,0,oe,ccsbBroad304_02287,GNPDA1,-
4919,0,oe,ccsbBroad304_00661,GNGT2,-
3406,5.62,cp,BRD-K20338176,cefaclor,Bacterial cell wall synthesis inhibitor
4920,0,oe,ccsbBroad304_06292,GNAI2,-
3405,5.63,cp,BRD-K80639402,SB-258585,Serotonin receptor antagonist
3403,5.64,cp,BRD-K03384561,roquinimex,Angiogenesis inhibitor
4921,0,oe,ccsbBroad304_06291,GNAI1,-
4922,0,oe,ccsbBroad304_03268,GMPR2,-
4923,0,oe,ccsbBroad304_00648,GLRX,-
3399,5.66,cp,BRD-A35033682,eriodictyol,Cytochrome P450 inhibitor
4924,0,oe,ccsbBroad304_03182,GLOD4,-
4925,0,oe,ccsbBroad304_00632,GGCX,Carboxylases
3398,5.67,cp,BRD-K10467831,tibolone,Androgen receptor agonist
4926,0,oe,ccsbBroad304_07834,GGA2,-
3394,5.69,cp,BRD-A38749782,fludrocortisone,Glucocorticoid receptor agonist
4927,0,oe,ccsbBroad304_03822,GATAD2B,GATA zinc finger domain containing
4928,0,oe,ccsbBroad304_00612,GALNS,Arylsulfatase family
4929,0,oe,ccsbBroad304_02330,G3BP1,RNA binding motif (RRM) containing
4930,0,oe,ccsbBroad304_00125,FXYD2,Ion transport regulator
4931,0,oe,ccsbBroad304_03161,FOXP3,Forkhead boxes
4932,0,oe,ccsbBroad304_00762,FOXA3,Forkhead boxes
4933,0,oe,ccsbBroad304_00552,FEN1,-
3387,5.75,cp,BRD-A14798026,mestranol,Estrogen receptor agonist
4934,0,oe,ccsbBroad304_07941,FBXO7,F-boxes / other
4935,0,oe,ccsbBroad304_00539,FANCG,"Fanconi anemia, complementation groups"
3381,5.78,cp,BRD-K96720755,relcovaptan,Vasopressin receptor antagonist
4936,0,oe,ccsbBroad304_02270,FAM20B,-
3383,5.78,cp,BRD-A31312900,montelukast,Leukotriene receptor antagonist
4937,0,oe,ccsbBroad304_06188,F10,Chymotrypsin
4938,0,oe,ccsbBroad304_03129,ERO1L,-
3378,5.8,cp,BRD-K65331431,retinyl,vitamin analog
4939,0,oe,ccsbBroad304_03266,ERGIC2,-
3375,5.81,cp,BRD-K38449220,seneciphylline,Cytochrome P450 inhibitor
3376,5.81,cp,BRD-A44448661,pentobarbital,Barbiturate antiepileptic
3374,5.82,cp,BRD-K72726508,arcyriaflavin-a,CDK inhibitor
3372,5.83,cp,BRD-K97158071,droperidol,Dopamine receptor antagonist
4940,0,oe,ccsbBroad304_00513,ERCC3,General transcription factors
4941,0,oe,ccsbBroad304_00498,ELK1,ETS Transcription Factors
4942,0,oe,ccsbBroad304_08802,ELAC2,-
3371,5.84,cp,BRD-K45117373,Y-26763,Potassium channel activator
4943,0,oe,ccsbBroad304_00492,EIF5A,-
3366,5.87,cp,BRD-K57569181,pentoxifylline,Phosphodiesterase inhibitor
4944,0,oe,ccsbBroad304_06136,ECHS1,-
4945,0,oe,ccsbBroad304_06134,ECH1,-
3363,5.9,cp,BRD-K08619838,tremorine,Acetylcholine receptor agonist
3364,5.9,cp,BRD-A81233518,glycopyrrolate,Acetylcholine receptor antagonist
4946,0,oe,ccsbBroad304_01655,DYNLT3,Cytoplasmic dyneins
4947,0,oe,ccsbBroad304_04947,DYNLL2,Cytoplasmic dyneins
4948,0,oe,ccsbBroad304_00469,DUT,-
3359,5.95,cp,BRD-A66199457,asiaticoside,Antineoplastic
4949,0,oe,ccsbBroad304_06130,DUSP4,Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
4950,0,oe,ccsbBroad304_07528,DMTF1,-
4951,0,oe,ccsbBroad304_06103,DMD,-
4952,0,oe,ccsbBroad304_10427,DHX8,DEAH-boxes
4953,0,oe,ccsbBroad304_08389,DHX29,DEAH-boxes
3352,5.99,cp,BRD-A95513702,"androsta-1,4-dien-3,17-dione",Aromatase inhibitor
3353,5.99,cp,BRD-A39390670,rabeprazole,ATPase inhibitor
4954,0,oe,ccsbBroad304_07379,DHRS3,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
4955,0,oe,ccsbBroad304_00443,DHFR,Oxidoreductases
4956,0,oe,ccsbBroad304_06098,DHCR24,-
4957,0,oe,ccsbBroad304_06094,DFFA,-
4958,0,oe,ccsbBroad304_03437,DDX49,DEAD-boxes
4959,0,oe,ccsbBroad304_06087,DDB2,WD repeat domain containing
4960,0,oe,ccsbBroad304_03980,DCLRE1B,-
4961,0,oe,ccsbBroad304_00423,DAXX,-
4962,0,oe,ccsbBroad304_00402,CYB561,Cytochrome b genes
3340,6.06,cp,BRD-A55756846,H-7,PKA inhibitor
4963,0,oe,ccsbBroad304_06066,CTSL1,-
3342,6.06,cp,BRD-K47207162,zimelidine,Serotonin reuptake inhibitor
4964,0,oe,ccsbBroad304_00391,CTH,Hydrogen sulphide synthesis
4965,0,oe,ccsbBroad304_00382,CSNK2A2,Casein kinase 2 (CK2) family
4966,0,oe,ccsbBroad304_05012,CREB3L4,basic leucine zipper proteins
4967,0,oe,ccsbBroad304_03023,CRCP,-
4968,0,oe,ccsbBroad304_02154,COX5A,Mitochondrial respiratory chain complex
4969,0,oe,ccsbBroad304_08346,COQ3,-
4970,0,oe,ccsbBroad304_02143,CNOT8,-
3332,6.14,cp,BRD-K40530731,hyoscyamine,Acetylcholine receptor antagonist
4971,0,oe,ccsbBroad304_08339,CMPK1,-
3331,6.15,cp,BRD-K88742110,BRD-K88742110,HDAC inhibitor
3329,6.16,cp,BRD-K73982490,BI-78D3,JNK inhibitor
3326,6.17,cp,BRD-K69688083,mestinon,Cholinesterase inhibitor
3327,6.17,cp,BRD-A36318220,necrostatin-1,RIPK inhibitor
3328,6.17,cp,BRD-K06895174,cisapride,Serotonin receptor agonist
4972,0,oe,ccsbBroad304_00329,CLTA,-
4973,0,oe,ccsbBroad304_00316,CKS1B,-
3323,6.22,cc,,Nucleoside reverse transcriptase inhibitor,-
4974,0,oe,ccsbBroad304_06004,CKB,-
4975,0,oe,ccsbBroad304_03666,CISD1,CDGSH iron sulfur domain containing
3318,6.26,cp,BRD-K92870997,pterostilbene,Cyclooxygenase inhibitor
4976,0,oe,ccsbBroad304_02133,CD83,CD molecules
4977,0,oe,ccsbBroad304_00268,CD81,CD molecules
4978,0,oe,ccsbBroad304_00262,CD59,CD molecules
3316,6.28,cp,BRD-A97739905,ketoprofen,Cyclooxygenase inhibitor
4979,0,oe,ccsbBroad304_00249,CD14,CD molecules
4980,0,oe,ccsbBroad304_00240,CCNH,General transcription factor IIH complex subunits
3312,6.31,cp,BRD-K35240538,methylprednisolone,Glucocorticoid receptor agonist
3313,6.31,cp,BRD-K51018020,VAMA-37,DNA dependent protein kinase inhibitor
3310,6.32,cc,,PDGFR/KIT inhibitor,-
3311,6.32,cp,BRD-K68132782,terbinafine,Fungal squalene epoxidase inhibitor
4981,0,oe,ccsbBroad304_01495,CCL2,Chemokine ligands
3308,6.34,cp,BRD-A01593789,chlormadinone,5-alpha reductase inhibitor
4982,0,oe,ccsbBroad304_05942,CBS,Hydrogen sulphide synthesis
3306,6.36,cp,BRD-K09497549,kawain,Calcium channel modulator
4983,0,oe,ccsbBroad304_00223,CASP9,Caspases
4984,0,oe,ccsbBroad304_00221,CASP3,Caspases
4985,0,oe,ccsbBroad304_03047,BZW2,-
4986,0,oe,ccsbBroad304_02569,BTG3,-
4987,0,oe,ccsbBroad304_00170,BNIP1,-
4988,0,oe,ccsbBroad304_01951,BLZF1,-
3299,6.4,cp,BRD-K63979671,etifenin,Compound used in hepatobiliary scans of the liver
4989,0,oe,ccsbBroad304_05836,BIRC5,Inhibitors of apoptosis (IAP) protein family
3298,6.41,cp,BRD-K22096725,ALW-II-49-7,Ephrin inhibitor
3296,6.42,cp,BRD-K54256913,MK-1775,WEE1 kinase inhibitor
3295,6.43,cp,BRD-K97810537,beclometasone,Glucocorticoid receptor agonist
3290,6.44,cp,BRD-K73824630,skatole,Thrombin inhibitor
3291,6.44,cp,BRD-K60640630,mometasone,Glucocorticoid receptor agonist
4990,0,oe,ccsbBroad304_03599,BATF3,basic leucine zipper proteins
4991,0,oe,ccsbBroad304_00147,BAG1,-
4992,0,oe,ccsbBroad304_02604,B3GNT1,-
4993,0,oe,ccsbBroad304_00135,ATP6V0C,ATPases / V-type
4994,0,oe,ccsbBroad304_00138,ATP6V0B,ATPases / V-type
3289,6.48,cp,BRD-K20920669,cromoglicic-acid,Immunosuppressant
3286,6.49,cp,BRD-K96778649,tyrphostin-47,EGFR inhibitor
4995,0,oe,ccsbBroad304_07657,ATP5L,ATPases / F-type
3284,6.52,cp,BRD-K39621635,artemether,Antimalarial
4996,0,oe,ccsbBroad304_00129,ATP5D,ATPases / F-type
4997,0,oe,ccsbBroad304_00127,ATP5B,ATPases / F-type
4998,0,oe,ccsbBroad304_00120,ATOX1,-
3280,6.55,cp,BRD-K57304726,PRE-084,Sigma receptor agonist
3281,6.55,cp,BRD-K90543092,levonorgestrel,Estrogen receptor agonist
4999,0,oe,ccsbBroad304_00116,ASS1,-
5000,0,oe,ccsbBroad304_00113,ASNS,-
5001,0,oe,ccsbBroad304_07273,ASMTL,Pseudoautosomal regions / PAR1
5002,0,oe,ccsbBroad304_02466,ARPC1A,Actin related protein 2/3 complex subunits
5003,0,oe,ccsbBroad304_00084,APOH,Apolipoproteins
3274,6.58,cp,BRD-K63641886,cefuroxime,Bacterial cell wall synthesis inhibitor
3270,6.59,cp,BRD-K13566078,BMS-345541,IKK inhibitor
3271,6.59,cp,BRD-K12516989,zaprinast,Phosphodiesterase inhibitor
3272,6.59,cp,BRD-K55301415,abiraterone,"17,20 lyase inhibitor"
3268,6.61,cp,BRD-K81847782,scandenin,Plant compound with antimicrobial activity
5004,0,oe,ccsbBroad304_05838,APOC2,Apolipoproteins
5005,0,oe,ccsbBroad304_00077,APEX1,-
5006,0,oe,ccsbBroad304_06008,AP2M1,-
5007,0,oe,ccsbBroad304_03532,ANKZF1,Ankyrin repeat domain containing
5008,0,oe,ccsbBroad304_00052,ALDH3A2,Aldehyde dehydrogenases
5009,0,oe,ccsbBroad304_05801,ALDH3A1,Aldehyde dehydrogenases
5010,0,oe,ccsbBroad304_00046,AKT1,Akt (Protein kinase B)
5011,0,oe,ccsbBroad304_03565,ADI1,-
5012,0,oe,ccsbBroad304_00028,ADH5,Alcohol dehydrogenases
3258,6.68,cp,BRD-K72264770,QW-BI-011,Histone lysine methyltransferase inhibitor
5013,0,oe,ccsbBroad304_00024,ADCY3,Adenylyl cyclases
5014,0,oe,ccsbBroad304_02313,ACTR3,-
3255,6.69,cp,BRD-M45964048,verteporfin,Photosensitizing agent
5015,0,oe,ccsbBroad304_05759,ACAT2,Lanosterol biosynthesis pathway
3257,6.69,cp,BRD-K11742128,triprolidine,Histamine receptor antagonist
3252,6.7,cp,BRD-A15034104,bergenin,Interleukin inhibitor
5016,0,oe,ccsbBroad304_07542,ABCF2,ATP binding cassette transporters / subfamily F
5017,0,oe,ccsbBroad304_05471,ABCB5,ATP binding cassette transporters / subfamily B
5088,0,kd,CGS001-7695,ZNF136,"Zinc fingers, C2H2-type"
3248,6.72,cp,BRD-K82561139,ricinine,Casein kinase inhibitor
5089,0,kd,CGS001-8239,USP9X,Ubiquitin-specific peptidases
3246,6.73,cp,BRD-K88304388,dextrorphan,Glutamate receptor antagonist
3247,6.73,cp,BRD-K85266041,DNQX,Glutamate receptor antagonist
5090,0,kd,CGS001-51720,UIMC1,-
5091,0,kd,CGS001-54578,UGT1A6,UDP glucuronosyltransferases
5092,0,kd,CGS001-85480,TSLP,-
5093,0,kd,CGS001-7155,TOP2B,DNA Topoisomerases
5094,0,kd,CGS001-9967,THRAP3,-
5095,0,kd,CGS001-6827,SUPT4H1,-
5096,0,kd,CGS001-8464,SUPT3H,-
5097,0,kd,CGS001-29888,STRN4,WD repeat domain containing
5098,0,kd,CGS001-56731,SLC2A4RG,-
5099,0,kd,CGS001-6558,SLC12A2,SLC12 family of cation-coupled chloride transporters
3235,6.79,cp,BRD-K71289571,zafirlukast,Leukotriene receptor antagonist
3232,6.81,cp,BRD-A80383043,BRD-A80383043,Glutamate receptor agonist
5100,0,kd,CGS001-23678,SGK3,SGK family
5101,0,kd,CGS001-5269,SERPINB6,Serine (or cysteine) peptidase inhibitors
5102,0,kd,CGS001-222546,RFX6,-
3231,6.82,cp,BRD-A64297288,amlodipine,Calcium channel blocker
5103,0,kd,CGS001-54884,RETSAT,-
5104,0,kd,CGS001-25865,PRKD2,Pleckstrin homology (PH) domain containing
5105,0,kd,CGS001-25824,PRDX5,-
5106,0,kd,CGS001-5325,PLAGL1,"Zinc fingers, C2H2-type"
3221,6.87,cp,BRD-K59773493,benzohydroxamic-acid,Antifungal
3222,6.87,cp,BRD-K49668410,clarithromycin,Bacterial 50S ribosomal subunit inhibitor
3223,6.87,cp,BRD-K76617868,fasudil,Rho associated kinase inhibitor
5107,0,kd,CGS001-5194,PEX13,-
5108,0,kd,CGS001-7703,PCGF2,Polycomb group ring fingers
5109,0,kd,CGS001-10038,PARP2,Poly (ADP-ribose) polymerases
5110,0,kd,CGS001-4976,OPA1,-
5111,0,kd,CGS001-4905,NSF,ATPases / AAA-type
5112,0,kd,CGS001-57407,NMRAL1,Short chain dehydrogenase/reductase superfamily / Atypical members
5113,0,kd,CGS001-10783,NEK6,NIMA (never in mitosis gene a)- related kinase (NEK) family
5114,0,kd,CGS001-2475,MTOR,FRAP subfamily
5115,0,kd,CGS001-4488,MSX2,Homeoboxes / ANTP class : NKL subclass
5116,0,kd,CGS001-9412,MED21,-
5117,0,kd,CGS001-3643,INSR,Type II RTKs: Insulin receptor family
3211,6.97,cp,BRD-K70330367,amantadine,Glutamate receptor antagonist
5118,0,kd,CGS001-3551,IKBKB,IKK family
3208,7.01,cp,BRD-K74112339,acetohydroxamic-acid,Urease inhibitor
3209,7.01,cp,BRD-K53545112,CNQX,Glutamate receptor antagonist
5119,0,kd,CGS001-344561,GPR148,GPCR / Class A : Orphans
5120,0,kd,CGS001-266977,GPR110,Adhesion Class GPCRs
3205,7.04,cp,BRD-A13084692,troglitazone,Insulin sensitizer
5121,0,kd,CGS001-2558,GABRA5,GABA receptors
5122,0,kd,CGS001-64123,ELTD1,Adhesion Class GPCRs
3201,7.08,cp,BRD-K15567136,papaverine,Phosphodiesterase inhibitor
3202,7.08,cp,BRD-A07875874,cilnidipine,Calcium channel blocker
5123,0,kd,CGS001-2004,ELK3,ETS Transcription Factors
5124,0,kd,CGS001-22894,DIS3,-
5125,0,kd,CGS001-3579,CXCR2,Chemokine receptors
5126,0,kd,CGS001-9541,CIR1,-
5127,0,kd,CGS001-1119,CHKA,-
3192,7.18,cp,BRD-K49657628,tyrphostin-AG-18,EGFR inhibitor
5128,0,kd,CGS001-81620,CDT1,-
5129,0,kd,CGS001-805,CALM2,EF-hand domain containing
5130,0,kd,CGS001-8315,BRAP,RING-type (C3HC4) zinc fingers
3190,7.19,cp,BRD-K13927029,retinol,Retinoid receptor ligand
5131,0,kd,CGS001-283,ANG,"Ribonucleases, RNase A"
5132,0,kd,CGS001-9183,ZW10,-
5133,0,kd,CGS001-146050,ZSCAN29,"Zinc fingers, C2H2-type"
3188,7.23,cp,BRD-K53318339,vinpocetine,Phosphodiesterase inhibitor
5134,0,kd,CGS001-8233,ZRSR2,RNA binding motif (RRM) containing
5135,0,kd,CGS001-136051,ZNF786,"Zinc fingers, C2H2-type"
3181,7.26,cc,,DNA polymerase inhibitor,-
5136,0,kd,CGS001-58492,ZNF77,"Zinc fingers, C2H2-type"
3183,7.26,cp,BRD-K40919711,BAPTA-AM,Potassium channel blocker
5137,0,kd,CGS001-55657,ZNF692,"Zinc fingers, C2H2-type"
5138,0,kd,CGS001-342926,ZNF677,"Zinc fingers, C2H2-type"
3178,7.29,cp,BRD-K62736196,guanabenz,-666
5139,0,kd,CGS001-55634,ZNF673,-
5140,0,kd,CGS001-162963,ZNF610,"Zinc fingers, C2H2-type"
3177,7.31,cp,BRD-K81729199,AQ-RA741,Acetylcholine receptor antagonist
5141,0,kd,CGS001-84775,ZNF607,"Zinc fingers, C2H2-type"
5142,0,kd,CGS001-126295,ZNF57,"Zinc fingers, C2H2-type"
3171,7.35,cp,BRD-K24240364,GYKI-52466,Glutamate receptor antagonist
3172,7.35,cp,BRD-K79092138,nitrofural,Bacterial DNA inhibitor
5143,0,kd,CGS001-54811,ZNF562,"Zinc fingers, C2H2-type"
3170,7.36,cp,BRD-K10466330,AVA,Nucleophosmin inhibitor
5144,0,kd,CGS001-148156,ZNF558,"Zinc fingers, C2H2-type"
5145,0,kd,CGS001-57474,ZNF490,"Zinc fingers, C2H2-type"
5146,0,kd,CGS001-55311,ZNF444,"Zinc fingers, C2H2-type"
3166,7.44,cp,BRD-A11990600,lorazepam,Benzodiazepine receptor agonist
3165,7.47,cp,BRD-A94543220,bifonazole,Sterol demethylase inhibitor
5147,0,kd,CGS001-59348,ZNF350,"Zinc fingers, C2H2-type"
3164,7.49,cp,BRD-K55748775,SCH-28080,ATPase inhibitor
5148,0,kd,CGS001-162979,ZNF296,"Zinc fingers, C2H2-type"
5149,0,kd,CGS001-7988,ZNF212,"Zinc fingers, C2H2-type"
5150,0,kd,CGS001-57684,ZBTB26,BTB/POZ domain containing
5151,0,kd,CGS001-10652,YKT6,-
5152,0,kd,CGS001-25937,WWTR1,Hippo Signaling
5153,0,kd,CGS001-7481,WNT11,Wingless-type MMTV integration sites
5154,0,kd,CGS001-51231,VRK3,Vaccina related kinase (VRK) family
5155,0,kd,CGS001-6944,VPS72,-
3154,7.56,cp,BRD-K05977823,tenovins,SIRT inhibitor
3153,7.57,cp,BRD-A31007383,SDZ-WAG-994,Adenosine receptor agonist
3151,7.58,cp,BRD-A32349859,methyl-angolensate,Apoptosis inhibitor
5156,0,kd,CGS001-317703,VN1R4,"GPCR / Unclassified : Vomeronasal receptors, type 1"
3150,7.6,cp,BRD-K19220233,JNK-9L,JNK inhibitor
5157,0,kd,CGS001-7428,VHL,-
5158,0,kd,CGS001-6845,VAMP7,Pseudoautosomal regions / PAR2
5159,0,kd,CGS001-9958,USP15,Ubiquitin-specific peptidases
5160,0,kd,CGS001-7374,UNG,-
5161,0,kd,CGS001-55148,UBR7,Ubiquitin protein ligase E3 component n-recognins
5162,0,kd,CGS001-7337,UBE3A,-
5163,0,kd,CGS001-10477,UBE2E3,Ubiquitin-conjugating enzymes E2
3141,7.72,cc,,Aurora kinase inhibitor,-
5164,0,kd,CGS001-10628,TXNIP,-
3139,7.73,cp,BRD-A29731977,17-hydroxyprogesterone-caproate,progesterone receptor agonist
5165,0,kd,CGS001-10190,TXNDC9,-
3138,7.74,cp,BRD-A14985772,ascorbyl-palmitate,antioxidant
5166,0,kd,CGS001-7263,TST,-
5167,0,kd,CGS001-7106,TSPAN4,Tetraspanins
3135,7.78,cp,BRD-K31542390,mycophenolic-acid,Dehydrogenase inhibitor
3133,7.79,cp,BRD-K13800121,parecoxib,Cyclooxygenase inhibitor
5168,0,kd,CGS001-7247,TSN,-
3132,7.8,cp,BRD-K50384076,"7,4'-dihydroxyflavone",Opioid receptor antagonist
3130,7.82,cp,BRD-K64755930,etazolate,Phosphodiesterase inhibitor
5169,0,kd,CGS001-1831,TSC22D3,-
3128,7.83,cp,BRD-K02590140,O-2050,Cannabinoid receptor antagonist
3129,7.83,cp,BRD-A09539288,homatropine,Acetylcholine receptor antagonist
3126,7.84,cp,BRD-K76872913,benzanthrone,Aromatic hydrocarbon derivative
5170,0,kd,CGS001-7204,TRIO,Rho guanine nucleotide exchange factors
5171,0,kd,CGS001-10475,TRIM38,-
5172,0,kd,CGS001-79090,TRAPPC6A,Trafficking protein particle complex
3121,7.88,cp,BRD-K30697463,desoximetasone,Glucocorticoid receptor agonist
3122,7.88,cp,BRD-A45140972,meclocycline,Bacterial 30S ribosomal subunit inhibitor
5173,0,kd,CGS001-7185,TRAF1,-
5174,0,kd,CGS001-8741,TNFSF13,CD molecules
5175,0,kd,CGS001-8792,TNFRSF11A,Tumour necrosis factor (TNF) receptor family
5176,0,kd,CGS001-54732,TMED9,-
5177,0,kd,CGS001-51014,TMED7,-
5178,0,kd,CGS001-11011,TLK2,Tousled-like kinase (TLK) family
5179,0,kd,CGS001-114609,TIRAP,-
3114,7.96,cp,BRD-K55930204,phenytoin,Hydantoin antiepileptic
3115,7.96,cp,BRD-K21548250,moracizine,Sodium channel blocker
5180,0,kd,CGS001-25976,TIPARP,Poly (ADP-ribose) polymerases
3111,8.01,cp,BRD-K29653726,topiramate,Carbonic anhydrase inhibitor
5181,0,kd,CGS001-8914,TIMELESS,-
3109,8.02,cp,BRD-K23369905,oxiconazole,Bacterial cell wall synthesis inhibitor
5182,0,kd,CGS001-7046,TGFBR1,Type I receptor serine/threonine kinases
5183,0,kd,CGS001-6926,TBX3,T-boxes
5184,0,kd,CGS001-1155,TBCB,-
5185,0,kd,CGS001-6894,TARBP1,-
5186,0,kd,CGS001-27097,TAF5L,WD repeat domain containing
5187,0,kd,CGS001-6884,TAF13,-
3101,8.07,cp,BRD-K82484965,carmoxirole,Dopamine receptor agonist
5188,0,kd,CGS001-83551,TAAR8,GPCR / Class A : Trace amine associated receptors
5189,0,kd,CGS001-23075,SWAP70,EF-hand domain containing
3099,8.09,cp,BRD-K89046952,ciclacillin,Bacterial cell wall synthesis inhibitor
3097,8.1,cp,BRD-K66782112,BRD-K66782112,Histamine receptor antagonist
3098,8.1,cp,BRD-K57179821,crotamiton,Antipruritic
5190,0,kd,CGS001-56670,SUCNR1,GPCR / Class A : Orphans
3095,8.18,cp,BRD-A39415247,norethisterone,Progesterone receptor agonist
3093,8.2,cp,BRD-K46678324,RHO-kinase-inhibitor-II,Rho associated kinase inhibitor
5191,0,kd,CGS001-6813,STXBP2,-
5192,0,kd,CGS001-6812,STXBP1,-
5193,0,kd,CGS001-10273,STUB1,Tetratricopeptide (TTC) repeat domain containing
5194,0,kd,CGS001-27347,STK39,FRAY subfamily
5195,0,kd,CGS001-55620,STAP2,-
3088,8.24,cp,BRD-A75478957,PD-166793,Metalloproteinase inhibitor
5196,0,kd,CGS001-10610,ST6GALNAC2,Sialyltransferases
3086,8.28,cp,BRD-K34533029,tyrphostin-AG-494,EGFR inhibitor
5197,0,kd,CGS001-6732,SRPK1,SRPK family
5198,0,kd,CGS001-23380,SRGAP2,Rho GTPase activating proteins
5199,0,kd,CGS001-121599,SPIC,ETS Transcription Factors
3082,8.37,cp,BRD-A44780397,mifepristone,Glucocorticoid receptor antagonist
5200,0,kd,CGS001-9552,SPAG7,-
3079,8.39,cp,BRD-K83597974,pargyline,Monoamine oxidase inhibitor
5201,0,kd,CGS001-6670,SP3,Specificity protein transcription factors
5202,0,kd,CGS001-93349,SP140L,"Zinc fingers, PHD-type"
3077,8.4,cp,BRD-A75402480,desoxycorticosterone,Mineralocorticoid receptor agonist
5203,0,kd,CGS001-11262,SP140,"Zinc fingers, PHD-type"
3074,8.42,cp,BRD-K28849549,mesalazine,Cyclooxygenase inhibitor
5204,0,kd,CGS001-3431,SP110,Non-enzymatic BRD containing proteins
5205,0,kd,CGS001-9655,SOCS5,SH2 domain containing
5206,0,kd,CGS001-333929,SNAI3,Snail homologs
5207,0,kd,CGS001-64094,SMOC2,EF-hand domain containing
5208,0,kd,CGS001-10051,SMC4,Structural maintenance of chromosomes proteins
5209,0,kd,CGS001-6520,SLC3A2,SLC3 family
3068,8.49,cp,BRD-K76698671,HNHA,HDAC inhibitor
5210,0,kd,CGS001-206358,SLC36A1,SLC36 family of proton-coupled amino acid transporters
5211,0,kd,CGS001-6514,SLC2A2,Solute carriers
3064,8.54,cp,BRD-K26015241,ODQ,Guanylyl cyclase inhibitor
5212,0,kd,CGS001-29957,SLC25A24,Mitochondrial nucleotide transporter subfamily
5213,0,kd,CGS001-10165,SLC25A13,Mitochondrial amino acid transporter subfamily
5214,0,kd,CGS001-9121,SLC16A5,SLC16 family of monocarboxylate transporters
5215,0,kd,CGS001-9123,SLC16A3,SLC16 family of monocarboxylate transporters
3058,8.58,cp,BRD-A30815329,felodipine,Calcium channel blocker
5216,0,kd,CGS001-10723,SLC12A7,SLC12 family of cation-coupled chloride transporters
5217,0,kd,CGS001-51804,SIX4,Homeoboxes / SINE class
3053,8.6,cc,,Vitamin D receptor agonist,-
3054,8.6,cp,BRD-K02950022,BMS-299897,Gamma secretase inhibitor
3055,8.6,cp,BRD-A65449987,flunisolide,Cytochrome P450 inhibitor
3056,8.6,cp,BRD-K85090592,pilocarpine,Acetylcholine receptor agonist
3057,8.6,cp,BRD-A75368507,demeclocycline,Bacterial 30S ribosomal subunit inhibitor
5218,0,kd,CGS001-23411,SIRT1,Histone deacetylases
3050,8.63,cp,BRD-A56012032,thiorphan,Membrane metalloendopeptidase inhibitor
5219,0,kd,CGS001-10019,SH2B3,Pleckstrin homology (PH) domain containing
5220,0,kd,CGS001-29946,SERTAD3,-
5221,0,kd,CGS001-5345,SERPINF2,Serine (or cysteine) peptidase inhibitors
5222,0,kd,CGS001-205564,SENP5,-
5223,0,kd,CGS001-9632,SEC24C,-
3044,8.67,cp,BRD-K05658747,raltegravir,HIV integrase inhibitor
5224,0,kd,CGS001-10427,SEC24B,-
5225,0,kd,CGS001-6392,SDHD,Mitochondrial respiratory chain complex / Complex II
3042,8.71,cc,,Cyclin dependent kinases LOF,-
